stop_id,stop_name,stop_lon,stop_lat,source,nearest_poi_id,nearest_poi_type,nearest_poi_name,distance_m
1000160,KL1293 APARTMENT ARENA GREEN,101.688308,3.053789,gtfs_rapid_bus_kl,7100687912,school,Kingsgate International School,1131.6542686213572
1001791,KL151 LRT BKT JALIL,101.691519,3.058519,gtfs_rapid_bus_kl,4845929523,marketplace,Pasar Sri Petaling,1393.2533327965307
1000612,KL1320 ENDAH VILLA CONDOMINIUM,101.6918424036,3.0647242316022,gtfs_rapid_bus_kl,4845929523,marketplace,Pasar Sri Petaling,729.5417795013984
1000613,KL1321 APT SRI ENDAH (OPP),101.691108,3.064294,gtfs_rapid_bus_kl,4845929523,marketplace,Pasar Sri Petaling,810.3173502509004
1000574,KL2027 DEWAN SRI ENDAH,101.68781556643,3.0642100414548,gtfs_rapid_bus_kl,4845929523,marketplace,Pasar Sri Petaling,1048.7447779351514
1002306,KL2028 FLAT SRI ENDAH,101.68891143219,3.063841723806,gtfs_rapid_bus_kl,4845929523,marketplace,Pasar Sri Petaling,993.5177777903942
1000103,KL1322 APT TAMAN SRI ENDAH,101.690972,3.064179,gtfs_rapid_bus_kl,4845929523,marketplace,Pasar Sri Petaling,828.9998886954221
1001580,KL2029 8 PETALING CONDOMINIUM,101.690988,3.066401,gtfs_rapid_bus_kl,4845929523,marketplace,Pasar Sri Petaling,626.5705741136268
1001564,KL2031 KOMERSIAL SRI PETALING,101.692536059,3.0668173856689,gtfs_rapid_bus_kl,4845929523,marketplace,Pasar Sri Petaling,487.213272097245
1003926,KL1313 BANK ISLAM SRI PETALING,101.695328,3.068718,gtfs_rapid_bus_kl,4845929523,marketplace,Pasar Sri Petaling,219.87025008430356
1002884,"KL1306 ZON J, BANDAR BARU SRI PETALING (UTARA)",101.696299,3.069572,gtfs_rapid_bus_kl,4845929523,marketplace,Pasar Sri Petaling,208.65121633790037
1002907,"KL1307 ZON H, BANDAR BARU SRI PETALING (UTARA)",101.699385,3.069741,gtfs_rapid_bus_kl,1802379852,marketplace,Pasar Sri Petaling,239.2777510796969
1003024,"KL1308 ZON G, SRI PETALING (TIMUR)",101.70077002231,3.0676795159265,gtfs_rapid_bus_kl,1802379852,marketplace,Pasar Sri Petaling,207.43095952579918
1000122,KL1310 ENDAH RIA CONDOMINIUM,101.699606,3.064168,gtfs_rapid_bus_kl,1802379852,marketplace,Pasar Sri Petaling,619.269645817946
1000611,(M) KL1311 ENDAH PROMENADE,101.69740585285,3.0639369330267,gtfs_rapid_bus_kl,1802379852,marketplace,Pasar Sri Petaling,760.0670002716878
1000449,KL1312 ENDAH PARADE,101.695435,3.063836,gtfs_rapid_bus_kl,4845929523,marketplace,Pasar Sri Petaling,757.9014582876162
1001792,KL149 LRT BKT JALIL,101.691406,3.058047,gtfs_rapid_bus_kl,4845929523,marketplace,Pasar Sri Petaling,1447.337628517286
1000161,KL1299 APARTMENT ARENA GREEN (OPP),101.68870475194,3.0518229558133,gtfs_rapid_bus_kl,7100687912,school,Kingsgate International School,909.4172924651832
1000984,KL1550 I SHOPPE TPM,101.688859,3.047908,gtfs_rapid_bus_kl,7100687912,school,Kingsgate International School,504.69382988144116
1001008,KL2007 ENTERPRISE 3 TPM,101.691714,3.048086,gtfs_rapid_bus_kl,7100687912,school,Kingsgate International School,448.93975722715106
1002031,KL2008 MAXIS TOC TPM,101.697283,3.051657,gtfs_rapid_bus_kl,7100687912,school,Kingsgate International School,1076.6869482338093
1004139,KL2009 TPM CARPARK,101.702792,3.055012,gtfs_rapid_bus_kl,1802379852,marketplace,Pasar Sri Petaling,1609.1376969740768
1000176,KL1540 ASTRO TPM,101.700636,3.052423,gtfs_rapid_bus_kl,7100687912,school,Kingsgate International School,1395.9635850862642
1002032,KL2010 MAXIS TOC TPM,101.697391,3.051317,gtfs_rapid_bus_kl,7100687912,school,Kingsgate International School,1054.93289717987
1004159,KL1542 ENTERPRISE 3 TPM,101.692752,3.048593,gtfs_rapid_bus_kl,7100687912,school,Kingsgate International School,528.8144719081682
1001978,KL1551 MAYBANK TPM,101.688837,3.047402,gtfs_rapid_bus_kl,7100687912,school,Kingsgate International School,459.463969745311
1001072,KL2018 CALVARY CONVENTION CENTRE,101.679712,3.050626,gtfs_rapid_bus_kl,7100687912,school,Kingsgate International School,1480.288548550275
1000111,KL2019 ANJUNG HIJAU GREENFIELDS,101.675214,3.055941,gtfs_rapid_bus_kl,7178963558,marketplace,Wet and dry market,2043.6366646249337
1006172,KL1743 GREEN AVENUE CONDOMINIUM,101.673981,3.058659,gtfs_rapid_bus_kl,7178963558,marketplace,Wet and dry market,1727.7499455843702
1005059,KL2014 APARTMENT SERI CERIA,101.654281,3.049908,gtfs_rapid_bus_kl,4703989001,school,KAFA Integrasi Al-Islah,3024.9036660379284
1005058,KL2015 PPR PINGGIRAN BUKIT JALIL,101.653974,3.047828,gtfs_rapid_bus_kl,4703989001,school,KAFA Integrasi Al-Islah,3223.0928828181313
1005056,PARAGON HEIGHTS,101.658877,3.046102,gtfs_rapid_bus_kl,7178963558,marketplace,Wet and dry market,3484.659251675241
1005054,KL2016 TAMAN LTAT,101.664286,3.048706,gtfs_rapid_bus_kl,7178963558,marketplace,Wet and dry market,2985.5866596556725
1006154,(M) SJ362 LRT ALAM SUTERA,101.657387,3.054798,gtfs_rapid_bus_kl,4664181953,school,KAFA Integrasi Kampung Pinang Tunggal,2582.523675529288
1001806,SJ363 TRINITY GROUP,101.653427,3.053037,gtfs_rapid_bus_kl,4703989001,school,KAFA Integrasi Al-Islah,2669.353163373186
1006155,GIANT BK (OPP),101.647706,3.049758,gtfs_rapid_bus_kl,4703989001,school,KAFA Integrasi Al-Islah,2811.248090209656
1006169,SJ396 SMK SEKSYEN 4 BK,101.645926,3.045756,gtfs_rapid_bus_kl,13532665464,marketplace,Pasar Pagi Wawasan Puchong,3086.880197358678
1000014,SJ390 PERUMAHAN BK 5,101.64181376715,3.0431383416948,gtfs_rapid_bus_kl,13532665464,marketplace,Pasar Pagi Wawasan Puchong,2548.265850994013
1003155,SJ391 SMK SEKSYEN 3 BK (OPP),101.642649,3.039055,gtfs_rapid_bus_kl,13532665464,marketplace,Pasar Pagi Wawasan Puchong,2359.2506396789727
1000584,SJ392 PERUMAHAN HARMONY (OPP),101.647072,3.037455,gtfs_rapid_bus_kl,13532665464,marketplace,Pasar Pagi Wawasan Puchong,2723.0951828482757
1002419,SJ393 PERUMAHAN PERMAI,101.6496461669,3.0374772748177,gtfs_rapid_bus_kl,13532665464,marketplace,Pasar Pagi Wawasan Puchong,2991.61191895033
1001698,SJ394 IPD SUBANG JAYA,101.651419,3.038108,gtfs_rapid_bus_kl,13532665464,marketplace,Pasar Pagi Wawasan Puchong,3201.110017197532
1000879,SJ366 KINRARA GOLF CLUB,101.6548361739,3.0372347705665,gtfs_rapid_bus_kl,13532665464,marketplace,Pasar Pagi Wawasan Puchong,3532.4537850704664
1000907,SJ367 PERUMAHAN HENING (OPP),101.658491,3.036455,gtfs_rapid_bus_kl,7100687912,school,Kingsgate International School,3748.0617682570605
1001849,(M) SJ368 PERUMAHAN MELODY (OPP),101.662527,3.036294,gtfs_rapid_bus_kl,7100687912,school,Kingsgate International School,3316.7095469363885
1001995,SJ369 MELODY KINRARA (OPP),101.66516950768,3.0360102430403,gtfs_rapid_bus_kl,7100687912,school,Kingsgate International School,3042.98343163796
1003263,SJ370 SIMFONI KINRARA,101.666517,3.03601,gtfs_rapid_bus_kl,7100687912,school,Kingsgate International School,2900.036695853233
1002145,SJ371 PANGSAPURI ENGGANG (OPP),101.672652,3.036118,gtfs_rapid_bus_kl,7100687912,school,Kingsgate International School,2255.9865863534533
1005055,PARAGON HEIGHTS (OPP),101.658777,3.045751,gtfs_rapid_bus_kl,7178963558,marketplace,Wet and dry market,3524.6697484834954
1005057,KL2012 PPR PINGGIRAN BUKIT JALIL,101.653822,3.047876,gtfs_rapid_bus_kl,4703989001,school,KAFA Integrasi Al-Islah,3211.6434520923076
1006287,(M) SJ680 LRT IOI PUCHONG,101.62074,3.048111,gtfs_rapid_bus_kl,4901514555,marketplace,Meutuwah Raya Trading,2113.942034163741
1006678,SJ447 SKYPOD RESIDENCE,101.620776,3.043501,gtfs_rapid_bus_kl,5045916399,mall,Setia Walk Mall,1661.4788637046677
1002768,SJ449 SETIA WALK,101.61732496691,3.0329749146266,gtfs_rapid_bus_kl,5045916399,mall,Setia Walk Mall,428.8960890412017
1002228,SJ435 WAWASAN 1,101.619272,3.03177,gtfs_rapid_bus_kl,5045916399,mall,Setia Walk Mall,471.2704971886052
1006584,APARTMENT KENANGA & AKASIA,101.62056,3.027926,gtfs_rapid_bus_kl,13532665464,marketplace,Pasar Pagi Wawasan Puchong,428.15160819637373
1003604,SJ463 PANGSAPURI SRI BEGONIA,101.62412802894,3.0254122375688,gtfs_rapid_bus_kl,13532665464,marketplace,Pasar Pagi Wawasan Puchong,325.0479904470683
