lon,lat,stops_nearby,pois_nearby,pop_density,accessibility_score,accessibility_category
113.0038002000002,1.2995945,0,0,1.48092370380387,0.175,Very Low
113.20380020000019,1.2995945,0,0,1.587692344855321,0.175,Very Low
113.4038002000002,1.2995945,0,0,1.7041400511545142,0.175,Very Low
113.6038002000002,1.2995945,0,0,1.6116090496830486,0.175,Very Low
113.80380020000021,1.2995945,0,0,1.4824494636916705,0.175,Very Low
114.0038002000002,1.2995945,0,0,1.5177173454510537,0.175,Very Low
114.20380020000022,1.2995945,0,0,1.7996077214446022,0.175,Very Low
114.4038002000002,1.2995945,0,0,1.905531512762972,0.175,Very Low
114.60380020000022,1.2995945,0,0,1.8365797163492226,0.175,Very Low
114.80380020000021,1.2995945,0,0,0.0,0.175,Very Low
115.00380020000023,1.2995945,0,0,0.0,0.175,Very Low
115.20380020000022,1.2995945,0,0,0.0,0.175,Very Low
115.40380020000023,1.2995945,0,0,0.0,0.175,Very Low
115.60380020000022,1.2995945,0,0,0.0,0.175,Very Low
115.80380020000024,1.2995945,0,0,0.0,0.175,Very Low
116.00380020000023,1.2995945,0,0,0.0,0.175,Very Low
116.20380020000025,1.2995945,0,0,0.0,0.175,Very Low
116.40380020000023,1.2995945,0,0,0.0,0.175,Very Low
116.60380020000025,1.2995945,0,0,0.0,0.175,Very Low
116.80380020000024,1.2995945,0,0,0.0,0.175,Very Low
117.00380020000026,1.2995945,0,0,0.0,0.175,Very Low
117.20380020000025,1.2995945,0,0,0.0,0.175,Very Low
117.40380020000026,1.2995945,0,0,0.0,0.175,Very Low
117.60380020000025,1.2995945,0,0,0.0,0.175,Very Low
117.80380020000027,1.2995945,0,0,0.0,0.175,Very Low
118.00380020000026,1.2995945,0,0,0.0,0.175,Very Low
118.20380020000027,1.2995945,0,0,0.0,0.175,Very Low
118.40380020000026,1.2995945,0,0,0.0,0.175,Very Low
118.60380020000028,1.2995945,0,0,0.0,0.175,Very Low
118.80380020000027,1.2995945,0,0,0.0,0.175,Very Low
119.00380020000028,1.2995945,0,0,0.0,0.175,Very Low
119.20380020000027,1.2995945,0,0,0.0,0.175,Very Low
119.40380020000029,1.2995945,0,0,0.0,0.175,Very Low
99.6038002,1.4995944999999997,0,0,0.0,0.175,Very Low
99.80380020000001,1.4995944999999997,0,0,0.0,0.175,Very Low
100.0038002,1.4995944999999997,0,0,0.0,0.175,Very Low
100.20380020000002,1.4995944999999997,0,0,0.0,0.175,Very Low
100.4038002,1.4995944999999997,0,0,0.0,0.175,Very Low
100.60380020000002,1.4995944999999997,0,0,0.0,0.175,Very Low
100.80380020000001,1.4995944999999997,0,0,0.0,0.175,Very Low
101.00380020000003,1.4995944999999997,0,0,0.0,0.175,Very Low
101.20380020000002,1.4995944999999997,0,0,0.0,0.175,Very Low
101.40380020000003,1.4995944999999997,0,0,0.0,0.175,Very Low
101.60380020000002,1.4995944999999997,0,0,0.0,0.175,Very Low
101.80380020000004,1.4995944999999997,0,0,0.0,0.175,Very Low
102.00380020000003,1.4995944999999997,0,0,0.0,0.175,Very Low
102.20380020000005,1.4995944999999997,0,0,0.0,0.175,Very Low
102.40380020000003,1.4995944999999997,0,0,0.0,0.175,Very Low
102.60380020000005,1.4995944999999997,0,0,0.0,0.175,Very Low
102.80380020000004,1.4995944999999997,0,0,0.0,0.175,Very Low
103.00380020000006,1.4995944999999997,0,0,196.3748746248755,0.175,Very Low
103.20380020000005,1.4995944999999997,0,0,200.52391383900988,0.175,Very Low
103.40380020000006,1.4995944999999997,0,1,322.1905654280849,0.19249999999999998,Very Low
103.60380020000005,1.4995944999999997,0,0,1110.0550952601382,0.175,Very Low
103.80380020000007,1.4995944999999997,0,12,1598.7915278309524,0.385,Low
104.00380020000006,1.4995944999999997,0,0,489.09979056829746,0.175,Very Low
104.20380020000007,1.4995944999999997,0,0,64.55276351143615,0.175,Very Low
104.40380020000006,1.4995944999999997,0,0,72.59434383150972,0.175,Very Low
104.60380020000008,1.4995944999999997,0,0,0.0,0.175,Very Low
104.80380020000007,1.4995944999999997,0,0,0.0,0.175,Very Low
105.00380020000009,1.4995944999999997,0,0,0.0,0.175,Very Low
105.20380020000007,1.4995944999999997,0,0,0.0,0.175,Very Low
105.40380020000009,1.4995944999999997,0,0,0.0,0.175,Very Low
105.60380020000008,1.4995944999999997,0,0,0.0,0.175,Very Low
105.8038002000001,1.4995944999999997,0,0,0.0,0.175,Very Low
106.00380020000009,1.4995944999999997,0,0,0.0,0.175,Very Low
106.2038002000001,1.4995944999999997,0,0,0.0,0.175,Very Low
106.40380020000009,1.4995944999999997,0,0,0.0,0.175,Very Low
106.60380020000011,1.4995944999999997,0,0,0.0,0.175,Very Low
106.8038002000001,1.4995944999999997,0,0,0.0,0.175,Very Low
107.00380020000011,1.4995944999999997,0,0,0.0,0.175,Very Low
107.2038002000001,1.4995944999999997,0,0,0.0,0.175,Very Low
107.40380020000012,1.4995944999999997,0,0,0.0,0.175,Very Low
107.60380020000011,1.4995944999999997,0,0,0.0,0.175,Very Low
107.80380020000013,1.4995944999999997,0,0,0.0,0.175,Very Low
108.00380020000011,1.4995944999999997,0,0,0.0,0.175,Very Low
108.20380020000013,1.4995944999999997,0,0,0.0,0.175,Very Low
108.40380020000012,1.4995944999999997,0,0,0.0,0.175,Very Low
108.60380020000014,1.4995944999999997,0,0,0.0,0.175,Very Low
