date,total_ridership,service_frequency,is_holiday,ridership_per_service
2019-03-22,799601,6,1,133266.83333333334
2019-03-23,435373,6,1,72562.16666666667
2019-03-24,355167,6,1,59194.5
2019-03-25,716058,6,1,119343.0
2019-03-26,729358,6,1,121559.66666666667
2019-03-27,741447,6,1,123574.5
2019-03-28,742759,6,1,123793.16666666667
2019-03-29,860003,6,1,143333.83333333334
2019-03-30,478863,6,1,79810.5
2019-03-31,388265,6,1,64710.833333333336
2019-04-01,734210,6,0,122368.33333333333
2019-04-02,755353,6,0,125892.16666666667
2019-04-03,766902,6,0,127817.0
2019-04-04,770860,6,0,128476.66666666667
2019-04-05,824283,6,0,137380.5
2019-04-06,497274,6,0,82879.0
2019-04-07,410039,6,0,68339.83333333333
2019-04-08,742974,6,0,123829.0
2019-04-09,748619,6,0,124769.83333333333
2019-04-10,749395,6,0,124899.16666666667
2019-04-11,748667,6,0,124777.83333333333
2019-04-12,794082,6,0,132347.0
2019-04-13,476671,6,0,79445.16666666667
2019-04-14,387326,6,0,64554.333333333336
2019-04-15,732766,6,0,122127.66666666667
2019-04-16,737663,6,0,122943.83333333333
2019-04-17,738264,6,0,123044.0
2019-04-18,743115,6,0,123852.5
2019-04-19,783152,6,0,130525.33333333333
2019-04-20,430600,6,0,71766.66666666667
2019-04-21,364938,6,0,60823.0
2019-04-22,721154,6,0,120192.33333333333
2019-04-23,722891,6,0,120481.83333333333
2019-04-24,747740,6,0,124623.33333333333
2019-04-25,746654,6,0,124442.33333333333
2019-04-26,799465,6,0,133244.16666666666
2019-04-27,484303,6,0,80717.16666666667
2019-04-28,381830,6,0,63638.333333333336
2019-04-29,739773,6,0,123295.5
2019-04-30,774342,6,0,129057.0
2019-05-01,460750,6,1,76791.66666666667
2019-05-02,782058,6,0,130343.0
2019-05-03,835071,6,0,139178.5
2019-05-04,477018,6,0,79503.0
2019-05-05,382931,6,0,63821.833333333336
2019-05-06,701330,6,0,116888.33333333333
2019-05-07,729149,6,0,121524.83333333333
2019-05-08,732305,6,0,122050.83333333333
2019-05-09,733660,6,0,122276.66666666667
2019-05-10,777371,6,0,129561.83333333333
2019-05-11,387595,6,0,64599.166666666664
2019-05-12,326953,6,0,54492.166666666664
2019-05-13,716682,6,0,119447.0
2019-05-14,729597,6,0,121599.5
2019-05-15,735428,6,0,122571.33333333333
2019-05-16,740391,6,0,123398.5
2019-05-17,792642,6,0,132107.0
2019-05-18,402377,6,0,67062.83333333333
2019-05-19,343227,6,1,57204.5
2019-05-20,326915,6,0,54485.833333333336
2019-05-21,643019,6,0,107169.83333333333
2019-05-22,349144,6,0,58190.666666666664
2019-05-23,732659,6,0,122109.83333333333
2019-05-24,789675,6,1,131612.5
2019-05-25,444254,6,1,74042.33333333333
2019-05-26,377592,6,1,62932.0
2019-05-27,747204,6,1,124534.0
2019-05-28,758129,6,1,126354.83333333333
2019-05-29,767320,6,1,127886.66666666667
2019-05-30,768457,6,1,128076.16666666667
2019-05-31,804567,6,1,134094.5
2019-06-01,453066,6,1,75511.0
2019-06-02,379857,6,1,63309.5
2019-06-03,630274,6,1,105045.66666666667
2019-06-04,567279,6,1,94546.5
2019-06-05,385675,6,1,64279.166666666664
2019-06-06,375471,6,1,62578.5
2019-06-07,488404,6,1,81400.66666666667
2019-06-08,342704,6,1,57117.333333333336
2019-06-09,330017,6,1,55002.833333333336
2019-06-10,659452,6,0,109908.66666666667
2019-06-11,716459,6,0,119409.83333333333
2019-06-12,732631,6,0,122105.16666666667
2019-06-13,736426,6,0,122737.66666666667
2019-06-14,778023,6,0,129670.5
2019-06-15,426127,6,0,71021.16666666667
2019-06-16,352516,6,0,58752.666666666664
2019-06-17,732007,6,0,122001.16666666667
2019-06-18,746097,6,0,124349.5
2019-06-19,761927,6,0,126987.83333333333
2019-06-20,760502,6,0,126750.33333333333
2019-06-21,805120,6,0,134186.66666666666
2019-06-22,452438,6,0,75406.33333333333
2019-06-23,372364,6,0,62060.666666666664
2019-06-24,652439,6,0,108739.83333333333
2019-06-25,749568,6,0,124928.0
2019-06-26,761086,6,0,126847.66666666667
2019-06-27,764947,6,0,127491.16666666667
2019-06-28,820225,6,0,136704.16666666666
2019-06-29,480880,6,0,80146.66666666667
2019-06-30,405494,6,0,67582.33333333333
2019-07-01,756323,6,0,126053.83333333333
2019-07-02,760673,6,0,126778.83333333333
2019-07-03,773167,6,0,128861.16666666667
2019-07-04,777166,6,0,129527.66666666667
2019-07-05,843762,6,0,140627.0
2019-07-06,518302,6,0,86383.66666666667
2019-07-07,402065,6,0,67010.83333333333
2019-07-08,769466,6,0,128244.33333333333
2019-07-09,769342,6,0,128223.66666666667
2019-07-10,775488,6,0,129248.0
2019-07-11,773467,6,0,128911.16666666667
2019-07-12,842211,6,0,140368.5
2019-07-13,487027,6,0,81171.16666666667
2019-07-14,392389,6,0,65398.166666666664
2019-07-15,761819,6,0,126969.83333333333
2019-07-16,758707,6,0,126451.16666666667
2019-07-17,772461,6,0,128743.5
2019-07-18,775798,6,0,129299.66666666667
2019-07-19,823344,6,0,137224.0
2019-07-20,448442,6,0,74740.33333333333
2019-07-21,364326,6,0,60721.0
2019-07-22,748266,6,0,124711.0
2019-07-23,758100,6,0,126350.0
2019-07-24,762343,6,0,127057.16666666667
2019-07-25,775348,6,0,129224.66666666667
2019-07-26,836630,6,0,139438.33333333334
2019-07-27,523319,6,0,87219.83333333333
2019-07-28,393497,6,0,65582.83333333333
2019-07-29,728011,6,0,121335.16666666667
2019-07-30,399930,6,1,66655.0
2019-07-31,765310,6,0,127551.66666666667
2019-08-01,769888,6,0,128314.66666666667
2019-08-02,818007,6,0,136334.5
2019-08-03,461922,6,0,76987.0
2019-08-04,375355,6,0,62559.166666666664
2019-08-05,762447,6,0,127074.5
2019-08-06,767025,6,0,127837.5
2019-08-07,777116,6,0,129519.33333333333
2019-08-08,792698,6,0,132116.33333333334
2019-08-09,852582,6,1,142097.0
2019-08-10,438400,6,1,73066.66666666667
2019-08-11,392452,6,1,65408.666666666664
2019-08-12,385019,6,1,64169.833333333336
2019-08-13,699920,6,1,116653.33333333333
2019-08-14,749364,6,1,124894.0
2019-08-15,772097,6,1,128682.83333333333
2019-08-16,786169,6,1,131028.16666666667
2019-08-17,456580,6,1,76096.66666666667
2019-08-18,358788,6,1,59798.0
2019-08-19,745007,6,0,124167.83333333333
2019-08-20,750962,6,0,125160.33333333333
2019-08-21,759025,6,0,126504.16666666667
2019-08-22,773564,6,0,128927.33333333333
2019-08-23,807491,6,0,134581.83333333334
2019-08-24,453490,6,0,75581.66666666667
2019-08-25,370204,6,0,61700.666666666664
2019-08-26,748703,6,0,124783.83333333333
2019-08-27,756255,6,0,126042.5
2019-08-28,762633,6,0,127105.5
2019-08-29,771382,6,0,128563.66666666667
2019-08-30,844712,6,0,140785.33333333334
2019-08-31,461540,6,1,76923.33333333333
2019-09-01,386806,6,1,64467.666666666664
2019-09-02,372398,6,0,62066.333333333336
2019-09-03,731281,6,0,121880.16666666667
2019-09-04,745343,6,0,124223.83333333333
2019-09-05,752264,6,0,125377.33333333333
2019-09-06,828573,6,0,138095.5
2019-09-07,476224,6,0,79370.66666666667
2019-09-08,423888,6,0,70648.0
2019-09-09,375679,6,1,62613.166666666664
2019-09-10,768662,6,0,128110.33333333333
2019-09-11,752979,6,0,125496.5
2019-09-12,762472,6,0,127078.66666666667
2019-09-13,824340,6,0,137390.0
2019-09-14,462820,6,0,77136.66666666667
2019-09-15,388996,6,0,64832.666666666664
2019-09-16,372089,6,1,62014.833333333336
2019-09-17,732720,6,0,122120.0
2019-09-18,740415,6,0,123402.5
2019-09-19,724312,6,0,120718.66666666667
2019-09-20,765014,6,0,127502.33333333333
2019-09-21,432181,6,0,72030.16666666667
2019-09-22,348945,6,0,58157.5
2019-09-23,726737,6,0,121122.83333333333
2019-09-24,742141,6,0,123690.16666666667
2019-09-25,752481,6,0,125413.5
2019-09-26,765992,6,0,127665.33333333333
2019-09-27,828935,6,0,138155.83333333334
2019-09-28,483043,6,0,80507.16666666667
2019-09-29,414890,6,0,69148.33333333333
2019-09-30,748998,6,0,124833.0
2019-10-01,765283,6,0,127547.16666666667
2019-10-02,776225,6,0,129370.83333333333
2019-10-03,779199,6,0,129866.5
2019-10-04,844695,6,0,140782.5
2019-10-05,491286,6,0,81881.0
2019-10-06,410631,6,0,68438.5
2019-10-07,769906,6,0,128317.66666666667
2019-10-08,779814,6,0,129969.0
2019-10-09,796473,6,0,132745.5
2019-10-10,800121,6,0,133353.5
2019-10-11,864066,6,0,144011.0
2019-10-12,489350,6,0,81558.33333333333
2019-10-13,407609,6,0,67934.83333333333
2019-10-14,783094,6,0,130515.66666666667
2019-10-15,790371,6,0,131728.5
2019-10-16,793678,6,0,132279.66666666666
2019-10-17,799263,6,0,133210.5
2019-10-18,848306,6,0,141384.33333333334
2019-10-19,474387,6,0,79064.5
2019-10-20,407436,6,0,67906.0
2019-10-21,769932,6,0,128322.0
2019-10-22,783351,6,0,130558.5
2019-10-23,796939,6,0,132823.16666666666
2019-10-24,820244,6,0,136707.33333333334
2019-10-25,868127,6,0,144687.83333333334
2019-10-26,464521,6,0,77420.16666666667
2019-10-27,413653,6,1,68942.16666666667
2019-10-28,378563,6,0,63093.833333333336
2019-10-29,723385,6,0,120564.16666666667
2019-10-30,763143,6,0,127190.5
2019-10-31,776081,6,0,129346.83333333333
2019-11-01,832457,6,0,138742.83333333334
2019-11-02,525890,6,0,87648.33333333333
2019-11-03,417567,6,0,69594.5
2019-11-04,779208,6,0,129868.0
2019-11-05,783831,6,0,130638.5
2019-11-06,790468,6,0,131744.66666666666
2019-11-07,799297,6,0,133216.16666666666
2019-11-08,836298,6,0,139383.0
2019-11-09,466728,6,1,77788.0
2019-11-10,413948,6,0,68991.33333333333
2019-11-11,777041,6,0,129506.83333333333
2019-11-12,779354,6,0,129892.33333333333
2019-11-13,789982,6,0,131663.66666666666
2019-11-14,822615,6,0,137102.5
2019-11-15,847202,6,0,141200.33333333334
2019-11-16,471449,6,0,78574.83333333333
2019-11-17,402857,6,0,67142.83333333333
2019-11-18,774630,6,0,129105.0
2019-11-19,844484,6,0,140747.33333333334
2019-11-20,792760,6,0,132126.66666666666
2019-11-21,786099,6,0,131016.5
2019-11-22,828186,6,1,138031.0
2019-11-23,475680,6,1,79280.0
2019-11-24,400193,6,1,66698.83333333333
2019-11-25,765525,6,1,127587.5
2019-11-26,777203,6,1,129533.83333333333
2019-11-27,796541,6,1,132756.83333333334
2019-11-28,801279,6,1,133546.5
2019-11-29,853397,6,1,142232.83333333334
2019-11-30,506138,6,1,84356.33333333333
2019-12-01,439659,6,1,73276.5
2019-12-02,777385,6,1,129564.16666666667
2019-12-03,787062,6,1,131177.0
2019-12-04,776690,6,1,129448.33333333333
2019-12-05,798942,6,1,133157.0
2019-12-06,839859,6,1,139976.5
2019-12-07,535386,6,1,89231.0
2019-12-08,450573,6,1,75095.5
2019-12-09,777119,6,1,129519.83333333333
2019-12-10,785150,6,1,130858.33333333333
2019-12-11,774415,6,1,129069.16666666667
2019-12-12,797093,6,1,132848.83333333334
2019-12-13,816359,6,1,136059.83333333334
2019-12-14,495545,6,1,82590.83333333333
2019-12-15,422687,6,1,70447.83333333333
2019-12-16,759967,6,1,126661.16666666667
2019-12-17,773954,6,1,128992.33333333333
2019-12-18,791543,6,1,131923.83333333334
2019-12-19,789042,6,1,131507.0
2019-12-20,838386,6,1,139731.0
2019-12-21,555854,6,1,92642.33333333333
2019-12-22,465604,6,1,77600.66666666667
2019-12-23,750447,6,1,125074.5
2019-12-24,765639,6,1,127606.5
2019-12-25,492597,6,1,82099.5
2019-12-26,697407,6,1,116234.5
2019-12-27,724014,6,1,120669.0
2019-12-28,446785,6,1,74464.16666666667
2019-12-29,394461,6,1,65743.5
2019-12-30,696345,6,1,116057.5
2019-12-31,891594,6,1,148599.0
2020-01-01,447279,6,1,74546.5
2020-01-02,713618,6,0,118936.33333333333
2020-01-03,759523,6,0,126587.16666666667
2020-01-04,431041,6,0,71840.16666666667
2020-01-05,368683,6,0,61447.166666666664
2020-01-06,771678,6,0,128613.0
2020-01-07,785231,6,0,130871.83333333333
2020-01-08,795130,6,0,132521.66666666666
2020-01-09,800330,6,0,133388.33333333334
2020-01-10,850735,6,0,141789.16666666666
2020-01-11,476384,6,0,79397.33333333333
2020-01-12,407279,6,0,67879.83333333333
2020-01-13,800119,6,0,133353.16666666666
2020-01-14,804890,6,0,134148.33333333334
2020-01-15,801159,6,0,133526.5
2020-01-16,814218,6,0,135703.0
2020-01-17,862900,6,0,143816.66666666666
2020-01-18,492871,6,0,82145.16666666667
2020-01-19,408840,6,0,68140.0
2020-01-20,806286,6,0,134381.0
2020-01-21,809591,6,0,134931.83333333334
2020-01-22,829945,6,0,138324.16666666666
2020-01-23,765947,6,0,127657.83333333333
2020-01-24,605827,6,0,100971.16666666667
2020-01-25,381448,6,1,63574.666666666664
2020-01-26,351228,6,1,58538.0
2020-01-27,333062,6,0,55510.333333333336
2020-01-28,591514,6,0,98585.66666666667
2020-01-29,625204,6,0,104200.66666666667
2020-01-30,687993,6,0,114665.5
2020-01-31,697997,6,0,116332.83333333333
2020-02-01,367747,6,0,61291.166666666664
2020-02-02,337930,6,0,56321.666666666664
2020-02-03,752950,6,0,125491.66666666667
2020-02-04,768948,6,0,128158.0
2020-02-05,774680,6,0,129113.33333333333
2020-02-06,784810,6,0,130801.66666666667
2020-02-07,795399,6,0,132566.5
2020-02-08,406171,6,1,67695.16666666667
2020-02-09,374316,6,0,62386.0
2020-02-10,769817,6,0,128302.83333333333
2020-02-11,775966,6,0,129327.66666666667
2020-02-12,780105,6,0,130017.5
2020-02-13,783135,6,0,130522.5
2020-02-14,846273,6,0,141045.5
2020-02-15,436071,6,0,72678.5
2020-02-16,360514,6,0,60085.666666666664
2020-02-17,767802,6,0,127967.0
2020-02-18,769620,6,0,128270.0
2020-02-19,776510,6,0,129418.33333333333
2020-02-20,784648,6,0,130774.66666666667
2020-02-21,823417,6,0,137236.16666666666
2020-02-22,431655,6,0,71942.5
2020-02-23,351785,6,0,58630.833333333336
2020-02-24,758651,6,0,126441.83333333333
2020-02-25,768565,6,0,128094.16666666667
2020-02-26,773562,6,0,128927.0
2020-02-27,778858,6,0,129809.66666666667
2020-02-28,834993,6,0,139165.5
2020-02-29,459328,6,0,76554.66666666667
2020-03-01,383226,6,0,63871.0
2020-03-02,768480,6,0,128080.0
2020-03-03,772986,6,0,128831.0
2020-03-04,773482,6,0,128913.66666666667
2020-03-05,768796,6,0,128132.66666666667
2020-03-06,802830,6,0,133805.0
2020-03-07,401519,6,0,66919.83333333333
2020-03-08,354378,6,0,59063.0
2020-03-09,731499,6,0,121916.5
2020-03-10,736158,6,0,122693.0
2020-03-11,726641,6,0,121106.83333333333
2020-03-12,714085,6,0,119014.16666666667
2020-03-13,736063,6,1,122677.16666666667
2020-03-14,331113,6,1,55185.5
2020-03-15,275025,6,1,45837.5
2020-03-16,586271,6,1,97711.83333333333
2020-03-17,524986,6,1,87497.66666666667
2022-01-01,384122,10,0,38412.2
2022-01-02,327878,10,0,32787.8
2022-01-03,494486,10,0,49448.6
2022-01-04,503110,10,0,50311.0
2022-01-05,508754,10,0,50875.4
2022-01-06,506953,10,0,50695.3
2022-01-07,519304,10,0,51930.4
2022-01-08,374793,10,0,37479.3
2022-01-09,336859,10,0,33685.9
2022-01-10,535564,10,0,53556.4
2022-01-11,535507,10,0,53550.7
2022-01-12,534945,10,0,53494.5
2022-01-13,528262,10,0,52826.2
2022-01-14,535769,10,0,53576.9
2022-01-15,366020,11,0,33274.545454545456
2022-01-16,324608,11,0,29509.81818181818
2022-01-17,516943,11,0,46994.818181818184
2022-01-18,318573,11,0,28961.18181818182
2022-01-19,543777,11,0,49434.27272727273
2022-01-20,538186,11,0,48926.0
2022-01-21,548248,11,0,49840.72727272727
2022-01-22,298515,11,0,27137.727272727272
2022-01-23,309614,11,0,28146.727272727272
2022-01-24,533153,11,0,48468.454545454544
2022-01-25,543378,11,0,49398.0
2022-01-26,549772,11,0,49979.27272727273
2022-01-27,541508,11,0,49228.0
2022-01-28,555050,11,0,50459.09090909091
2022-01-29,364472,11,0,33133.818181818184
2022-01-30,330092,11,0,30008.363636363636
2022-01-31,420403,11,0,38218.454545454544
2022-02-01,361490,11,1,32862.72727272727
2022-02-02,310805,11,1,28255.0
2022-02-03,341320,11,0,31029.090909090908
2022-02-04,389174,11,0,35379.454545454544
2022-02-05,303702,11,0,27609.272727272728
2022-02-06,280404,11,0,25491.272727272728
2022-02-07,497134,11,0,45194.0
2022-02-08,491720,11,0,44701.818181818184
2022-02-09,478719,11,0,43519.90909090909
2022-02-10,466654,11,0,42423.09090909091
2022-02-11,475395,11,0,43217.72727272727
2022-02-12,321872,11,0,29261.090909090908
2022-02-13,293346,11,0,26667.81818181818
2022-02-14,472738,11,0,42976.181818181816
2022-02-15,464624,11,0,42238.545454545456
2022-02-16,465930,11,0,42357.27272727273
2022-02-17,454532,11,0,41321.09090909091
2022-02-18,452013,11,0,41092.09090909091
2022-02-19,315236,11,0,28657.81818181818
2022-02-20,276527,11,0,25138.81818181818
2022-02-21,445209,11,0,40473.545454545456
2022-02-22,443064,11,0,40278.545454545456
2022-02-23,444199,11,0,40381.72727272727
2022-02-24,426701,11,0,38791.0
2022-02-25,439683,11,0,39971.181818181816
2022-02-26,316990,11,0,28817.272727272728
2022-02-27,285113,11,0,25919.363636363636
2022-02-28,438438,11,0,39858.0
2022-03-01,440949,11,0,40086.27272727273
2022-03-02,449362,11,0,40851.09090909091
2022-03-03,444163,11,0,40378.454545454544
2022-03-04,441115,11,0,40101.36363636364
2022-03-05,315504,11,0,28682.18181818182
2022-03-06,313930,11,0,28539.090909090908
2022-03-07,468877,11,0,42625.181818181816
2022-03-08,455547,11,0,41413.36363636364
2022-03-09,465100,11,0,42281.818181818184
2022-03-10,460586,11,0,41871.454545454544
2022-03-11,459742,11,0,41794.72727272727
2022-03-12,332483,11,0,30225.727272727272
2022-03-13,313883,11,0,28534.81818181818
2022-03-14,457486,11,0,41589.63636363636
2022-03-15,460744,11,0,41885.818181818184
2022-03-16,467035,11,0,42457.72727272727
2022-03-17,462232,11,0,42021.09090909091
2022-03-18,476104,11,0,43282.181818181816
2022-03-19,355472,11,0,32315.636363636364
2022-03-20,321051,11,0,29186.454545454544
2022-03-21,460091,11,0,41826.454545454544
2022-03-22,461100,11,0,41918.181818181816
2022-03-23,475667,11,0,43242.454545454544
2022-03-24,474450,11,0,43131.818181818184
2022-03-25,501295,11,0,45572.27272727273
2022-03-26,382398,11,0,34763.454545454544
2022-03-27,345233,11,0,31384.81818181818
2022-03-28,485451,11,0,44131.90909090909
2022-03-29,492905,11,0,44809.545454545456
2022-03-30,513299,11,0,46663.545454545456
2022-03-31,523801,11,0,47618.27272727273
2022-04-01,569458,11,0,51768.90909090909
2022-04-02,418081,11,0,38007.36363636364
2022-04-03,278908,11,0,25355.272727272728
2022-04-04,503033,11,0,45730.27272727273
2022-04-05,511739,11,0,46521.72727272727
2022-04-06,525366,11,0,47760.545454545456
2022-04-07,529151,11,0,48104.63636363636
2022-04-08,518972,11,0,47179.27272727273
2022-04-09,344656,11,0,31332.363636363636
2022-04-10,323750,11,0,29431.81818181818
2022-04-11,537838,11,0,48894.36363636364
2022-04-12,544292,11,0,49481.09090909091
2022-04-13,556019,11,0,50547.181818181816
2022-04-14,554289,11,0,50389.90909090909
2022-04-15,573700,11,0,52154.545454545456
2022-04-16,394937,11,0,35903.36363636364
2022-04-17,350985,11,0,31907.727272727272
2022-04-18,535712,11,0,48701.09090909091
2022-04-19,351636,11,0,31966.909090909092
2022-04-20,579617,11,0,52692.454545454544
2022-04-21,585133,11,0,53193.90909090909
2022-04-22,620060,11,0,56369.09090909091
2022-04-23,487018,11,0,44274.36363636364
2022-04-24,432097,11,0,39281.545454545456
2022-04-25,618202,11,0,56200.181818181816
2022-04-26,627617,11,0,57056.09090909091
2022-04-27,641995,11,0,58363.181818181816
2022-04-28,648689,11,0,58971.72727272727
2022-04-29,661453,11,0,60132.09090909091
2022-04-30,466238,11,0,42385.27272727273
2022-05-01,448064,11,1,40733.09090909091
2022-05-02,397241,11,0,36112.818181818184
2022-05-03,460154,11,1,41832.181818181816
2022-05-04,396378,11,1,36034.36363636364
2022-05-05,466693,11,0,42426.63636363636
2022-05-06,469890,11,0,42717.27272727273
2022-05-07,397152,11,0,36104.72727272727
2022-05-08,390036,11,0,35457.818181818184
2022-05-09,602885,11,0,54807.72727272727
2022-05-10,621592,11,0,56508.36363636364
2022-05-11,633278,11,0,57570.72727272727
2022-05-12,637041,11,0,57912.818181818184
2022-05-13,673122,11,0,61192.90909090909
2022-05-14,499935,11,0,45448.63636363636
2022-05-15,478755,11,1,43523.181818181816
2022-05-16,405267,11,0,36842.454545454544
2022-05-17,651016,11,0,59183.27272727273
2022-05-18,658858,11,0,59896.181818181816
2022-05-19,657689,11,0,59789.90909090909
2022-05-20,679283,11,0,61753.0
2022-05-21,478247,11,0,43477.0
2022-05-22,429182,11,0,39016.545454545456
2022-05-23,642956,11,0,58450.545454545456
2022-05-24,657424,11,0,59765.818181818184
2022-05-25,663317,11,0,60301.545454545456
2022-05-26,679734,11,0,61794.0
2022-05-27,700310,11,0,63664.545454545456
2022-05-28,518546,11,0,47140.545454545456
2022-05-29,443070,11,0,40279.09090909091
2022-05-30,659498,11,0,59954.36363636364
2022-05-31,675581,11,0,61416.454545454544
2022-06-01,705169,11,0,64106.27272727273
2022-06-02,695238,11,0,63203.454545454544
2022-06-03,726784,11,1,66071.27272727272
2022-06-04,531292,11,1,48299.27272727273
2022-06-05,549304,11,1,49936.72727272727
2022-06-06,511356,11,1,46486.90909090909
2022-06-07,713666,11,1,64878.72727272727
2022-06-08,759559,11,1,69050.81818181818
2022-06-09,737789,11,1,67071.72727272728
2022-06-10,735659,11,1,66878.09090909091
2022-06-11,583225,11,1,53020.454545454544
2022-06-12,472680,11,1,42970.90909090909
2022-06-13,673289,11,0,61208.09090909091
2022-06-14,723036,11,0,65730.54545454546
2022-06-15,698464,11,0,63496.72727272727
2022-06-16,741274,11,0,67388.54545454546
2022-06-17,802630,11,0,72966.36363636363
2022-06-18,647121,11,0,58829.181818181816
2022-06-19,620205,11,0,56382.27272727273
2022-06-20,783527,11,0,71229.72727272728
2022-06-21,808775,11,0,73525.0
2022-06-22,815760,11,0,74160.0
2022-06-23,822874,11,0,74806.72727272728
2022-06-24,853310,11,0,77573.63636363637
2022-06-25,736750,11,0,66977.27272727272
2022-06-26,653305,11,0,59391.36363636364
2022-06-27,808646,11,0,73513.27272727272
2022-06-28,820265,11,0,74569.54545454546
2022-06-29,839418,11,0,76310.72727272728
2022-06-30,841371,11,0,76488.27272727272
2022-07-01,891650,11,0,81059.09090909091
2022-07-02,751972,11,0,68361.09090909091
2022-07-03,680400,11,0,61854.545454545456
2022-07-04,819766,11,0,74524.18181818182
2022-07-05,840472,11,0,76406.54545454546
2022-07-06,860847,11,0,78258.81818181818
2022-07-07,856415,11,0,77855.90909090909
2022-07-08,861944,11,0,78358.54545454546
2022-07-09,642361,11,0,58396.454545454544
2022-07-10,627709,11,1,57064.454545454544
2022-07-11,569625,11,0,51784.09090909091
2022-07-12,879389,11,0,79944.45454545454
2022-07-13,829569,11,0,75415.36363636363
2022-07-14,833509,11,0,75773.54545454546
2022-07-15,854498,11,0,77681.63636363637
2022-07-16,538767,11,0,48978.818181818184
2022-07-17,453522,11,0,41229.27272727273
2022-07-18,722835,11,0,65712.27272727272
2022-07-19,741182,11,0,67380.18181818182
2022-07-20,756991,11,0,68817.36363636363
2022-07-21,748079,11,0,68007.18181818182
2022-07-22,751963,11,0,68360.27272727272
2022-07-23,513599,11,0,46690.818181818184
2022-07-24,443463,11,0,40314.818181818184
2022-07-25,730005,11,0,66364.09090909091
2022-07-26,757442,11,0,68858.36363636363
2022-07-27,753264,11,0,68478.54545454546
2022-07-28,749442,11,0,68131.09090909091
2022-07-29,767744,11,0,69794.90909090909
2022-07-30,547890,11,1,49808.181818181816
2022-07-31,488080,11,0,44370.90909090909
2022-08-01,751605,11,0,68327.72727272728
2022-08-02,767471,11,0,69770.09090909091
2022-08-03,774169,11,0,70379.0
2022-08-04,791557,11,0,71959.72727272728
2022-08-05,811079,11,0,73734.45454545454
2022-08-06,598319,11,0,54392.63636363636
2022-08-07,543624,11,0,49420.36363636364
2022-08-08,784684,11,0,71334.90909090909
2022-08-09,804742,11,0,73158.36363636363
2022-08-10,820131,11,0,74557.36363636363
2022-08-11,803945,11,0,73085.90909090909
2022-08-12,808600,11,0,73509.09090909091
2022-08-13,577956,11,0,52541.454545454544
2022-08-14,528083,11,0,48007.545454545456
2022-08-15,759013,11,0,69001.18181818182
2022-08-16,785305,11,0,71391.36363636363
2022-08-17,793036,11,0,72094.18181818182
2022-08-18,800633,11,0,72784.81818181818
2022-08-19,793871,11,0,72170.09090909091
2022-08-20,525957,11,0,47814.27272727273
2022-08-21,471545,11,0,42867.72727272727
2022-08-22,755653,11,0,68695.72727272728
2022-08-23,787602,11,0,71600.18181818182
2022-08-24,802428,11,0,72948.0
2022-08-25,790094,11,0,71826.72727272728
2022-08-26,810047,11,0,73640.63636363637
2022-08-27,553750,11,0,50340.90909090909
2022-08-28,489172,11,0,44470.181818181816
2022-08-29,780307,11,0,70937.0
2022-08-30,856196,11,0,77836.0
2022-08-31,761028,11,1,69184.36363636363
2022-09-01,798558,11,0,72596.18181818182
2022-09-02,814539,11,1,74049.0
2022-09-03,568826,11,1,51711.454545454544
2022-09-04,524008,11,1,47637.09090909091
2022-09-05,805254,11,1,73204.90909090909
2022-09-06,840202,11,1,76382.0
2022-09-07,868182,11,1,78925.63636363637
2022-09-08,856578,11,1,77870.72727272728
2022-09-09,833971,11,1,75815.54545454546
2022-09-10,668768,11,1,60797.09090909091
2022-09-11,501607,11,1,45600.63636363636
2022-09-12,806858,11,0,73350.72727272728
2022-09-13,829769,11,0,75433.54545454546
2022-09-14,836409,11,0,76037.18181818182
2022-09-15,859348,11,0,78122.54545454546
2022-09-16,568652,11,1,51695.63636363636
2022-09-17,533350,11,0,48486.36363636364
2022-09-18,471806,11,0,42891.454545454544
2022-09-19,778140,11,0,70740.0
2022-09-20,815742,11,0,74158.36363636363
2022-09-21,827163,11,0,75196.63636363637
2022-09-22,813604,11,0,73964.0
2022-09-23,827692,11,0,75244.72727272728
2022-09-24,573138,11,0,52103.454545454544
2022-09-25,491177,11,0,44652.454545454544
2022-09-26,766919,11,0,69719.90909090909
2022-09-27,816282,11,0,74207.45454545454
2022-09-28,824940,11,0,74994.54545454546
2022-09-29,819500,11,0,74500.0
2022-09-30,827601,11,0,75236.45454545454
2022-10-01,590936,11,0,53721.454545454544
2022-10-02,527165,11,0,47924.09090909091
2022-10-03,817930,11,0,74357.27272727272
2022-10-04,844298,11,0,76754.36363636363
2022-10-05,857448,11,0,77949.81818181818
2022-10-06,854323,11,0,77665.72727272728
2022-10-07,854918,11,0,77719.81818181818
2022-10-08,605814,11,0,55074.0
2022-10-09,567566,11,1,51596.90909090909
2022-10-10,499918,11,0,45447.09090909091
2022-10-11,838679,11,0,76243.54545454546
2022-10-12,839675,11,0,76334.09090909091
2022-10-13,846175,11,0,76925.0
2022-10-14,849097,11,0,77190.63636363637
2022-10-15,562235,11,0,51112.27272727273
2022-10-16,510313,11,0,46392.09090909091
2022-10-17,818652,11,0,74422.90909090909
2022-10-18,845592,11,0,76872.0
2022-10-19,864859,11,0,78623.54545454546
2022-10-20,867448,11,0,78858.90909090909
2022-10-21,885204,11,0,80473.09090909091
2022-10-22,634979,11,0,57725.36363636364
2022-10-23,621157,11,0,56468.818181818184
