model_key,display_name,mco,lookback,run_id,verdict,val_drift_pct,gap_ratio,val_trend,early_stop,best_epoch,total_epochs,notes
bilstm_tuned,BiLSTMForecaster (tuned),exclude,28,20260530_150955,overfit,20.73,5.2602,falling,False,12,27,Val drift +20.7% above best — within normal ... | Val/train gap 5.26× exceeds ... | Training loss still declining in final 10 epochs ...
bilstm_tuned,BiLSTMForecaster (tuned),exclude,56,20260530_151018,overfit,15.36,12.7673,falling,False,24,39,Val drift +15.4% above best — within normal ... | Val/train gap 12.77× exceeds ... | Training loss still declining in final 10 epochs ...
bilstm_tuned,BiLSTMForecaster (tuned),include,14,20260530_172400,overfit,41.12,5.5573,rising,False,20,35,Val loss drifted +41.1% above its best ... | Val/train gap 5.56× exceeds ... | Training loss still declining in final 10 epochs ...
bilstm_tuned,BiLSTMForecaster (tuned),include,28,20260530_172430,overfit,81.71,7.3178,falling,False,15,30,Val loss drifted +81.7% above its best ... | Val/train gap 7.32× exceeds ... | Training loss still declining in final 10 epochs ...
bilstm_tuned,BiLSTMForecaster (tuned),include,56,20260530_172501,overfit,88.69,7.3157,falling,False,12,27,Val loss drifted +88.7% above its best ... | Val/train gap 7.32× exceeds ... | Training loss still declining in final 10 epochs ...
cnn_bilstm,CNNBiLSTMForecaster,exclude,14,20260530_143929,overfit,7.19,3.8945,falling,False,20,35,"Val drift +7.2% above best — within normal patience-window oscillation (threshold 25%). | Val/train gap 3.89× exceeds 3× (min_train=0.00156, best_val=0.00609) — significant memorisation of training data."
cnn_bilstm,CNNBiLSTMForecaster,exclude,28,20260530_143943,overfit,7.31,5.2707,falling,False,21,36,"Val drift +7.3% above best — within normal patience-window oscillation (threshold 25%). | Val/train gap 5.27× exceeds 3× (min_train=0.00135, best_val=0.00713) — significant memorisation of training data."
cnn_bilstm,CNNBiLSTMForecaster,exclude,56,20260530_143953,overfit,3.96,5.1554,falling,False,17,32,"Val drift +4.0% above best — within normal patience-window oscillation (threshold 25%). | Val/train gap 5.16× exceeds 3× (min_train=0.00151, best_val=0.00779) — significant memorisation of training data."
cnn_bilstm,CNNBiLSTMForecaster,include,14,20260530_165910,overfit,39.49,6.6013,falling,False,5,20,"Val loss drifted +39.5% above its best (best=0.00627 → final=0.00874) — model degraded after epoch 5. | Val/train gap 6.60× exceeds 3× (min_train=0.00095, best_val=0.00627) — significant memorisation of training data. | Training loss still declining in final 10 epochs while val drifted up +39.5% — train/val divergence detected."
cnn_bilstm,CNNBiLSTMForecaster,include,28,20260530_165925,overfit,38.9,8.3731,falling,False,10,25,"Val loss drifted +38.9% above its best (best=0.00643 → final=0.00893) — model degraded after epoch 10. | Val/train gap 8.37× exceeds 3× (min_train=0.00077, best_val=0.00643) — significant memorisation of training data. | Training loss still declining in final 10 epochs while val drifted up +38.9% — train/val divergence detected."
cnn_bilstm,CNNBiLSTMForecaster,include,56,20260530_165937,overfit,90.25,13.5737,falling,False,3,18,"Val loss drifted +90.3% above its best (best=0.01213 → final=0.02308) — model degraded after epoch 3. | Val/train gap 13.57× exceeds 3× (min_train=0.00089, best_val=0.01213) — significant memorisation of training data. | Training loss still declining in final 10 epochs while val drifted up +90.3% — train/val divergence detected."
cnn_bilstm_tuned,CNNBiLSTMForecaster (tuned),exclude,14,20260530_151212,overfit,9.39,4.1185,falling,False,10,25,Val drift +9.4% above best — within normal ... | Val/train gap 4.12× exceeds ...
cnn_bilstm_tuned,CNNBiLSTMForecaster (tuned),exclude,28,20260530_151225,overfit,10.57,7.9958,falling,False,18,33,Val drift +10.6% above best — within normal ... | Val/train gap 8.00× exceeds ... | Training loss still declining in final 10 epochs ...
cnn_bilstm_tuned,CNNBiLSTMForecaster (tuned),exclude,56,20260530_151235,overfit,13.7,5.5457,falling,False,9,24,Val drift +13.7% above best — within normal ... | Val/train gap 5.55× exceeds ... | Training loss still declining in final 10 epochs ...
cnn_bilstm_tuned,CNNBiLSTMForecaster (tuned),include,14,20260530_174406,overfit,40.2,7.3803,falling,False,14,29,Val loss drifted +40.2% above its best ... | Val/train gap 7.38× exceeds ... | Training loss still declining in final 10 epochs ...
cnn_bilstm_tuned,CNNBiLSTMForecaster (tuned),include,28,20260530_174424,overfit,76.3,7.6161,falling,False,17,32,Val loss drifted +76.3% above its best ... | Val/train gap 7.62× exceeds ... | Training loss still declining in final 10 epochs ...
cnn_bilstm_tuned,CNNBiLSTMForecaster (tuned),include,56,20260530_174435,overfit,167.09,7.2397,falling,False,9,24,Val loss drifted +167.1% above its best ... | Val/train gap 7.24× exceeds ... | Training loss still declining in final 10 epochs ...
cnn_lstm,CNNLSTMForecaster,exclude,14,20260530_144919,overfit,16.44,4.5665,falling,False,18,33,"Val drift +16.4% above best — within normal patience-window oscillation (threshold 25%). | Val/train gap 4.57× exceeds 3× (min_train=0.00141, best_val=0.00643) — significant memorisation of training data. | Training loss still declining in final 10 epochs while val drifted up +16.4% — train/val divergence detected."
cnn_lstm,CNNLSTMForecaster,exclude,28,20260530_144932,overfit,18.11,4.6264,falling,False,16,31,"Val drift +18.1% above best — within normal patience-window oscillation (threshold 25%). | Val/train gap 4.63× exceeds 3× (min_train=0.00144, best_val=0.00666) — significant memorisation of training data. | Training loss still declining in final 10 epochs while val drifted up +18.1% — train/val divergence detected."
cnn_lstm,CNNLSTMForecaster,exclude,56,20260530_144943,overfit,12.02,5.1749,falling,False,15,30,"Val drift +12.0% above best — within normal patience-window oscillation (threshold 25%). | Val/train gap 5.17× exceeds 3× (min_train=0.00148, best_val=0.00766) — significant memorisation of training data. | Training loss still declining in final 10 epochs while val drifted up +12.0% — train/val divergence detected."
cnn_lstm,CNNLSTMForecaster,include,14,20260530_171338,overfit,36.78,5.2506,falling,False,15,30,"Val loss drifted +36.8% above its best (best=0.00394 → final=0.00539) — model degraded after epoch 15. | Val/train gap 5.25× exceeds 3× (min_train=0.00075, best_val=0.00394) — significant memorisation of training data. | Training loss still declining in final 10 epochs while val drifted up +36.8% — train/val divergence detected."
cnn_lstm,CNNLSTMForecaster,include,28,20260530_171351,overfit,17.84,5.1824,falling,False,14,29,"Val drift +17.8% above best — within normal patience-window oscillation (threshold 25%). | Val/train gap 5.18× exceeds 3× (min_train=0.00068, best_val=0.00354) — significant memorisation of training data. | Training loss still declining in final 10 epochs while val drifted up +17.8% — train/val divergence detected."
cnn_lstm,CNNLSTMForecaster,include,56,20260530_171409,overfit,66.87,5.5343,falling,False,16,31,"Val loss drifted +66.9% above its best (best=0.00394 → final=0.00658) — model degraded after epoch 16. | Val/train gap 5.53× exceeds 3× (min_train=0.00071, best_val=0.00394) — significant memorisation of training data. | Training loss still declining in final 10 epochs while val drifted up +66.9% — train/val divergence detected."
cnn_lstm_tuned,CNNLSTMForecaster (tuned),exclude,14,20260530_150113,overfit,12.36,5.1254,falling,False,17,32,Val drift +12.4% above best — within normal ... | Val/train gap 5.13× exceeds ... | Training loss still declining in final 10 epochs ...
cnn_lstm_tuned,CNNLSTMForecaster (tuned),exclude,28,20260530_150128,overfit,20.69,5.7997,falling,False,17,32,Val drift +20.7% above best — within normal ... | Val/train gap 5.80× exceeds ... | Training loss still declining in final 10 epochs ...
cnn_lstm_tuned,CNNLSTMForecaster (tuned),exclude,56,20260530_150140,overfit,8.39,6.8023,falling,False,17,32,Val drift +8.4% above best — within normal ... | Val/train gap 6.80× exceeds ...
cnn_lstm_tuned,CNNLSTMForecaster (tuned),include,14,20260530_175100,overfit,61.87,6.3903,falling,False,13,28,Val loss drifted +61.9% above its best ... | Val/train gap 6.39× exceeds ... | Training loss still declining in final 10 epochs ...
cnn_lstm_tuned,CNNLSTMForecaster (tuned),include,28,20260530_175113,overfit,19.01,7.5328,falling,False,8,23,Val drift +19.0% above best — within normal ... | Val/train gap 7.53× exceeds ... | Training loss still declining in final 10 epochs ...
cnn_lstm_tuned,CNNLSTMForecaster (tuned),include,56,20260530_175125,overfit,66.26,9.7739,falling,False,13,28,Val loss drifted +66.3% above its best ... | Val/train gap 9.77× exceeds ... | Training loss still declining in final 10 epochs ...
informer,InformerForecaster,exclude,14,20260530_123952,good_fit,7.53,2.1614,falling,False,23,38,Val drift +7.5% above best — within normal patience-window oscillation (threshold 25%). | Val/train gap 2.16× is within the 3× threshold (accounts for dropout + input noise during training). | No overfitting or underfitting signals detected.
informer,InformerForecaster,exclude,28,20260530_124024,good_fit,6.81,2.5335,flat,False,30,45,Val drift +6.8% above best — within normal patience-window oscillation (threshold 25%). | Val/train gap 2.53× is within the 3× threshold (accounts for dropout + input noise during training). | No overfitting or underfitting signals detected.
informer,InformerForecaster,exclude,56,20260530_124054,good_fit,2.41,2.9675,flat,False,26,41,Val drift +2.4% above best — within normal patience-window oscillation (threshold 25%). | Val/train gap 2.97× is within the 3× threshold (accounts for dropout + input noise during training). | No overfitting or underfitting signals detected.
informer,InformerForecaster,include,14,20260530_160247,good_fit,2.34,2.5227,falling,False,30,45,Val drift +2.3% above best — within normal patience-window oscillation (threshold 25%). | Val/train gap 2.52× is within the 3× threshold (accounts for dropout + input noise during training). | No overfitting or underfitting signals detected.
informer,InformerForecaster,include,28,20260530_160406,good_fit,4.95,2.7911,falling,False,53,68,Val drift +4.9% above best — within normal patience-window oscillation (threshold 25%). | Val/train gap 2.79× is within the 3× threshold (accounts for dropout + input noise during training). | No overfitting or underfitting signals detected.
informer,InformerForecaster,include,56,20260530_160506,good_fit,9.42,2.8322,flat,False,36,51,Val drift +9.4% above best — within normal patience-window oscillation (threshold 25%). | Val/train gap 2.83× is within the 3× threshold (accounts for dropout + input noise during training). | No overfitting or underfitting signals detected.
informer_tuned,InformerForecaster (tuned),exclude,14,20260530_131553,overfit,16.13,2.4399,falling,False,28,43,Val drift +16.1% above best — within normal ... | Val/train gap 2.44× is within the 3× threshold ... | Training loss still declining in final 10 epochs ...
informer_tuned,InformerForecaster (tuned),exclude,28,20260530_131624,good_fit,0.63,2.7655,falling,False,23,38,Val drift +0.6% above best — within normal ... | Val/train gap 2.77× is within the 3× threshold ... | No overfitting or underfitting signals detected.
informer_tuned,InformerForecaster (tuned),exclude,56,20260530_131658,overfit,2.25,3.6235,falling,False,26,41,Val drift +2.2% above best — within normal ... | Val/train gap 3.62× exceeds ...
informer_tuned,InformerForecaster (tuned),include,14,20260530_164138,overfit,20.87,3.2161,flat,False,44,59,Val drift +20.9% above best — within normal ... | Val/train gap 3.22× exceeds ... | Training loss still declining in final 10 epochs ...
informer_tuned,InformerForecaster (tuned),include,28,20260530_164246,overfit,15.06,3.236,flat,False,37,52,Val drift +15.1% above best — within normal ... | Val/train gap 3.24× exceeds ... | Training loss still declining in final 10 epochs ...
informer_tuned,InformerForecaster (tuned),include,56,20260530_164342,overfit,21.74,3.3429,falling,False,24,39,Val drift +21.7% above best — within normal ... | Val/train gap 3.34× exceeds ... | Training loss still declining in final 10 epochs ...
lstm,LSTMForecaster,exclude,14,20260530_144149,overfit,1.66,3.3504,falling,False,34,49,"Val drift +1.7% above best — within normal patience-window oscillation (threshold 25%). | Val/train gap 3.35× exceeds 3× (min_train=0.00187, best_val=0.00628) — significant memorisation of training data."
lstm,LSTMForecaster,exclude,28,20260530_144200,overfit,1.91,3.862,flat,False,44,59,"Val drift +1.9% above best — within normal patience-window oscillation (threshold 25%). | Val/train gap 3.86× exceeds 3× (min_train=0.00171, best_val=0.00660) — significant memorisation of training data."
lstm,LSTMForecaster,exclude,56,20260530_144216,overfit,1.46,4.0141,flat,False,34,49,"Val drift +1.5% above best — within normal patience-window oscillation (threshold 25%). | Val/train gap 4.01× exceeds 3× (min_train=0.00188, best_val=0.00754) — significant memorisation of training data."
lstm,LSTMForecaster,include,14,20260530_165524,overfit,21.83,5.2689,falling,False,25,40,"Val drift +21.8% above best — within normal patience-window oscillation (threshold 25%). | Val/train gap 5.27× exceeds 3× (min_train=0.00090, best_val=0.00473) — significant memorisation of training data. | Training loss still declining in final 10 epochs while val drifted up +21.8% — train/val divergence detected."
lstm,LSTMForecaster,include,28,20260530_165538,overfit,13.5,5.6235,flat,False,26,41,"Val drift +13.5% above best — within normal patience-window oscillation (threshold 25%). | Val/train gap 5.62× exceeds 3× (min_train=0.00089, best_val=0.00500) — significant memorisation of training data. | Training loss still declining in final 10 epochs while val drifted up +13.5% — train/val divergence detected."
lstm,LSTMForecaster,include,56,20260530_165549,overfit,36.03,5.5309,falling,False,18,33,"Val loss drifted +36.0% above its best (best=0.00521 → final=0.00709) — model degraded after epoch 18. | Val/train gap 5.53× exceeds 3× (min_train=0.00094, best_val=0.00521) — significant memorisation of training data. | Training loss still declining in final 10 epochs while val drifted up +36.0% — train/val divergence detected."
lstm_tuned,LSTMForecaster (tuned),exclude,14,20260530_150849,overfit,14.32,3.4098,falling,False,26,41,Val drift +14.3% above best — within normal ... | Val/train gap 3.41× exceeds ... | Training loss still declining in final 10 epochs ...
lstm_tuned,LSTMForecaster (tuned),exclude,28,20260530_150901,overfit,8.01,3.4088,falling,False,21,36,Val drift +8.0% above best — within normal ... | Val/train gap 3.41× exceeds ...
lstm_tuned,LSTMForecaster (tuned),exclude,56,20260530_150913,overfit,9.99,4.1246,falling,False,32,47,Val drift +10.0% above best — within normal ... | Val/train gap 4.12× exceeds ...
lstm_tuned,LSTMForecaster (tuned),include,14,20260530_172251,overfit,33.95,4.0515,falling,False,14,29,Val loss drifted +34.0% above its best ... | Val/train gap 4.05× exceeds ... | Training loss still declining in final 10 epochs ...
lstm_tuned,LSTMForecaster (tuned),include,28,20260530_172305,overfit,35.38,6.6808,falling,False,22,37,Val loss drifted +35.4% above its best ... | Val/train gap 6.68× exceeds ... | Training loss still declining in final 10 epochs ...
lstm_tuned,LSTMForecaster (tuned),include,56,20260530_172316,overfit,33.4,5.1383,falling,False,16,31,Val loss drifted +33.4% above its best ... | Val/train gap 5.14× exceeds ... | Training loss still declining in final 10 epochs ...
mtgnn,MTGNNForecaster,exclude,14,20260530_133447,good_fit,4.2,1.7099,falling,False,32,47,Val drift +4.2% above best — within normal patience-window oscillation (threshold 25%). | Val/train gap 1.71× is within the 3× threshold (accounts for dropout + input noise during training). | No overfitting or underfitting signals detected.
mtgnn,MTGNNForecaster,exclude,28,20260530_133528,good_fit,4.39,1.9277,falling,False,54,69,Val drift +4.4% above best — within normal patience-window oscillation (threshold 25%). | Val/train gap 1.93× is within the 3× threshold (accounts for dropout + input noise during training). | No overfitting or underfitting signals detected.
mtgnn,MTGNNForecaster,exclude,56,20260530_133612,good_fit,13.93,2.0445,falling,False,49,64,Val drift +13.9% above best — within normal patience-window oscillation (threshold 25%). | Val/train gap 2.04× is within the 3× threshold (accounts for dropout + input noise during training). | No overfitting or underfitting signals detected.
mtgnn,MTGNNForecaster,include,14,20260530_161621,overfit,30.31,2.1051,falling,False,13,28,Val loss drifted +30.3% above its best (best=0.00457 → final=0.00595) — model degraded after epoch 13. | Val/train gap 2.11× is within the 3× threshold (accounts for dropout + input noise during training). | Training loss still declining in final 10 epochs while val drifted up +30.3% — train/val divergence detected.
mtgnn,MTGNNForecaster,include,28,20260530_161705,overfit,42.83,3.0873,falling,False,25,40,"Val loss drifted +42.8% above its best (best=0.00541 → final=0.00773) — model degraded after epoch 25. | Val/train gap 3.09× exceeds 3× (min_train=0.00175, best_val=0.00541) — significant memorisation of training data. | Training loss still declining in final 10 epochs while val drifted up +42.8% — train/val divergence detected."
mtgnn,MTGNNForecaster,include,56,20260530_161758,overfit,139.21,2.3585,falling,False,25,40,Val loss drifted +139.2% above its best (best=0.00488 → final=0.01168) — model degraded after epoch 25. | Val/train gap 2.36× is within the 3× threshold (accounts for dropout + input noise during training). | Training loss still declining in final 10 epochs while val drifted up +139.2% — train/val divergence detected.
mtgnn_tuned,MTGNNForecaster (tuned),exclude,14,20260530_135837,good_fit,6.59,1.5013,falling,False,50,65,Val drift +6.6% above best — within normal ... | Val/train gap 1.50× is within the 3× threshold ... | No overfitting or underfitting signals detected.
mtgnn_tuned,MTGNNForecaster (tuned),exclude,28,20260530_135932,good_fit,16.2,1.3992,falling,False,68,83,Val drift +16.2% above best — within normal ... | Val/train gap 1.40× is within the 3× threshold ... | No overfitting or underfitting signals detected.
mtgnn_tuned,MTGNNForecaster (tuned),exclude,56,20260530_140110,good_fit,5.46,1.9816,flat,False,86,101,Val drift +5.5% above best — within normal ... | Val/train gap 1.98× is within the 3× threshold ... | No overfitting or underfitting signals detected.
mtgnn_tuned,MTGNNForecaster (tuned),include,14,20260530_165446,overfit,26.05,2.7684,falling,False,32,47,Val loss drifted +26.1% above its best ... | Val/train gap 2.77× is within the 3× threshold ... | Training loss still declining in final 10 epochs ...
mtgnn_tuned,MTGNNForecaster (tuned),include,28,20260530_165541,overfit,70.49,2.2441,falling,False,29,44,Val loss drifted +70.5% above its best ... | Val/train gap 2.24× is within the 3× threshold ... | Training loss still declining in final 10 epochs ...
mtgnn_tuned,MTGNNForecaster (tuned),include,56,20260530_165712,good_fit,24.45,2.8803,falling,False,37,52,Val drift +24.5% above best — within normal ... | Val/train gap 2.88× is within the 3× threshold ... | No overfitting or underfitting signals detected.
