date,adm_level,adm_id,PCODE,n_pixels,rainfall_mm,rainfall_avg_mm,acc_1mo_mm,acc_1mo_avg_mm,acc_3mo_mm,acc_3mo_avg_mm,anomaly_rf,anomaly_1mo,anomaly_3mo,state_pcode
2019-04-21,1,1901,MY12,2407,43.102203,66.917145,99.55214,191.00252,253.1936,644.49304,66.88558,53.34224,39.753098,MY12
2019-04-21,1,1902,MY13,4031,136.28578,105.20747,312.9566,309.0891,814.7869,956.3697,128.19981,101.23134,85.272804,MY13
2019-04-21,1,1904,MY15,416,33.00721,46.56338,87.18269,122.77292,209.4519,403.61185,73.709694,72.14572,52.483032,MY15
2019-04-21,1,1903,MY17,254,87.91732,91.92585,233.1063,247.85683,499.70078,613.1017,95.864334,94.16644,81.65336,MY17
2019-05-01,1,1891,MY01,622,41.524117,65.522934,171.05145,203.52197,379.7958,515.5191,65.97019,84.42825,73.92539,MY01
2019-05-01,1,1892,MY02,290,83.793106,88.571266,204.61035,265.24643,396.031,623.2037,94.89356,77.562675,63.837738,MY02
2019-05-01,1,1893,MY03,485,96.07011,71.053406,162.84949,183.07292,317.7072,500.65176,132.8936,89.247025,63.820053,MY03
2019-05-01,1,1894,MY04,9,65.666664,69.118515,219.33331,254.25555,573.8889,697.08887,95.3428,86.5298,82.45237,MY04
2019-05-01,1,37336,MY05,5,43.8,91.026665,208.0,239.16667,325.59998,499.02002,50.819218,87.23549,65.59263,MY05
2019-05-01,1,1895,MY06,53,23.433962,61.83522,124.905655,193.40378,326.1698,484.20816,42.54338,65.475395,67.69507,MY06
2019-05-01,1,1896,MY07,217,48.53456,65.49462,160.07373,201.00845,382.59442,501.61414,75.941345,80.12959,76.50683,MY07
2019-05-01,1,1897,MY08,1182,89.13621,66.59371,190.07445,185.97124,379.7428,478.69226,131.4867,102.148605,79.542885,MY08
2019-05-01,1,1898,MY09,672,106.958336,85.6753,241.564,259.42697,497.76193,682.3635,123.4717,93.244644,73.14353,MY09
2019-05-01,1,1899,MY10,42,62.261906,81.96587,165.09525,228.17143,296.1905,492.49207,77.342865,72.94858,60.541767,MY10
2019-05-01,1,1900,MY11,31,101.935486,78.27312,207.48387,244.42473,438.5484,620.98065,128.41537,85.189575,70.85657,MY11
2019-05-01,1,1901,MY12,2407,86.68924,78.25279,155.11093,209.8691,321.23474,636.79333,110.13353,74.51557,50.83174,MY12
2019-05-01,1,1902,MY13,4031,53.119324,106.98723,310.29297,311.0359,771.39514,946.8654,51.89817,99.76492,81.56564,MY13
2019-05-01,1,1904,MY15,416,80.16106,55.498158,135.61057,139.5327,270.20435,424.71002,140.76636,97.28633,64.044205,MY15
2019-05-01,1,1903,MY17,254,65.53937,71.333466,208.51968,238.70879,503.32675,633.12756,92.40949,87.61263,79.65911,MY17
2019-05-11,1,1891,MY01,622,51.94534,60.239174,163.68007,200.64148,382.6013,538.0398,87.28703,82.02628,71.37622,MY01
2019-05-11,1,1892,MY02,290,104.848274,86.15471,258.27585,268.7539,455.49652,671.3907,120.507515,96.172455,68.081436,MY02
2019-05-11,1,1893,MY03,485,99.42268,78.602615,231.75465,210.07504,351.01447,539.982,124.90361,110.080025,65.32591,MY03
2019-05-11,1,1894,MY04,9,90.111115,67.18519,255.0,237.9,568.8889,703.6333,131.75987,107.03994,80.98531,MY04
2019-05-11,1,37336,MY05,5,106.0,90.55333,250.4,257.2,418.8,546.6867,116.1655,97.406555,76.81896,MY05
2019-05-11,1,1895,MY06,53,51.981133,52.604404,128.5283,188.47862,327.2453,502.94025,98.918015,69.0145,65.41031,MY06
